Frame	Time	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3
10539	52.69	501.63364	-170.86067	1014.18695	568.40222	-123.42503	929.24542	785.23224	27.68751	653.5166
10540	52.695	498.92532	-178.819	1003.11877	565.79437	-134.21344	916.72931	781.97546	8.77003	636.17267
10541	52.7	496.10397	-187.39349	992.24701	562.99158	-145.06587	904.51642	778.43561	-10.51985	619.6073
10542	52.705	493.36096	-196.4489	981.62024	560.15143	-156.2679	892.82343	775.2276	-29.93957	603.80853
10543	52.71	490.59055	-206.20264	971.22894	557.34808	-167.85713	881.70544	771.88696	-49.45275	588.91162
10544	52.715	487.64636	-216.43553	961.15857	554.25214	-181.59254	870.19183	768.59247	-68.96213	574.76044
10545	52.72	485.08618	-227.69125	951.43658	551.35352	-194.57967	859.62585	765.36426	-88.47655	561.58472
10546	52.725	482.20026	-239.27324	941.9635	548.29718	-207.99838	849.50464	762.15894	-107.77012	549.27661
10547	52.73	479.16931	-251.48378	932.83527	545.31183	-221.75679	839.82043	758.73718	-126.91234	537.85583
10548	52.735	476.03354	-264.25055	924.1402	542.22852	-235.92612	830.71515	756.07983	-145.72324	527.29236
10549	52.74	472.88904	-277.57224	915.85529	539.07739	-250.42134	822.11084	753.07959	-164.35661	517.59613
10550	52.745	469.65967	-291.39252	908.03589	535.8988	-265.34631	814.00854	750.03198	-182.77582	508.5531
10551	52.75	466.53662	-305.62527	900.86176	532.75891	-280.43906	806.60016	746.80646	-200.78192	500.31351
10552	52.755	463.43561	-320.16592	894.26868	529.64758	-295.77679	799.78827	743.48181	-218.43376	492.80258
10553	52.76	460.42902	-335.16241	888.30762	526.49121	-311.24475	793.66351	740.00238	-235.86819	485.96771
10554	52.765	457.46576	-350.26675	883.03857	523.36786	-326.89511	788.15143	736.46051	-253.03714	479.79166
10555	52.77	454.48532	-365.65665	878.51825	520.22473	-342.58182	783.39313	732.79663	-269.9791	474.33597
10556	52.775	451.57742	-380.99084	874.62866	517.07813	-358.2338	779.24359	728.8772	-286.85422	469.48651
10557	52.78	448.60123	-395.99448	871.46667	513.8988	-373.7814	775.84937	724.98486	-303.45474	465.31635
10558	52.785	445.83908	-411.44754	868.99133	510.73975	-388.98917	773.20178	720.78015	-319.74164	461.7117
10559	52.79	443.04456	-426.32507	867.40784	507.55923	-404.3447	771.18738	716.34753	-335.93472	458.64969
10560	52.795	440.35992	-441.0369	866.49683	504.28571	-419.16931	769.99719	711.59656	-351.9093	456.2818
10561	52.8	437.67477	-455.30923	866.48938	501.21158	-433.96005	769.44525	706.64459	-367.74341	454.34402
10562	52.805	435.05325	-469.27225	867.28949	498.0094	-448.21875	769.65057	701.40002	-383.55984	452.97897
10563	52.81	432.58279	-482.73236	868.71088	494.70987	-462.32843	770.58783	695.94055	-399.25244	452.10208
10564	52.815	430.0816	-495.79413	870.8952	491.45847	-475.88879	772.15283	690.31	-414.7811	451.84344
10565	52.82	427.45566	-508.23099	873.81512	488.10678	-489.07117	774.46002	684.49957	-430.1048	452.11899
10566	52.825	425.07202	-519.22729	877.5249	484.70383	-501.85904	777.38922	678.25964	-445.53482	452.95706
10567	52.83	422.38165	-531.70941	881.49597	481.35739	-514.12976	780.93597	671.96362	-460.78799	454.2402
10568	52.835	419.80899	-542.37537	886.38995	477.84567	-526.04999	785.15112	665.36456	-476.0979	456.15268
10569	52.84	417.19778	-551.97028	892.06097	474.48279	-537.10431	789.93365	658.64606	-491.2601	458.50296
10570	52.845	415.09213	-562.08746	898.14288	471.08942	-548.16199	795.34937	651.77649	-506.40329	461.39566
10571	52.85	412.94864	-570.85132	904.90173	467.69449	-558.50348	801.18109	644.75623	-521.47668	464.7933
10572	52.855	410.75961	-579.05713	912.06567	464.26373	-568.28204	807.69415	637.64709	-536.56677	468.73398
10573	52.86	408.56985	-586.42639	919.77759	460.90393	-577.45715	814.53992	630.36481	-551.4137	473.2775
10574	52.865	406.49695	-593.20715	927.73621	457.70447	-586.02533	821.88348	623.14417	-566.17542	478.14996
10575	52.87	404.43243	-599.159	936.24292	454.43304	-594.09888	829.62836	615.74194	-580.71979	483.74738
10576	52.875	402.58759	-604.35785	945.0307	451.20197	-601.52338	837.70978	608.56769	-595.16492	489.78516
10577	52.88	400.83679	-608.76251	954.14081	448.04608	-608.32239	846.19849	601.19849	-609.4657	496.23022
10578	52.885	399.15427	-612.74127	963.34814	445.12183	-614.44617	854.91565	593.8288	-623.38525	503.22128
10579	52.89	397.59384	-615.77032	972.9281	442.17014	-619.93524	863.94684	586.46613	-636.98358	510.66156
10580	52.895	396.21597	-617.95514	982.67499	439.39435	-624.88623	873.27264	579.09949	-650.37799	518.65417
10581	52.9	394.94464	-619.58197	992.52887	436.66132	-629.25909	882.73346	571.77319	-663.34644	527.10352
10582	52.905	393.80011	-620.55981	1002.46179	434.06857	-633.03235	892.41486	564.45245	-676.12097	536.039
10583	52.91	392.75461	-620.94202	1012.55005	431.62378	-636.16669	902.32965	557.33136	-688.46191	545.45972
10584	52.915	391.9747	-620.67535	1022.56482	429.29382	-638.69598	912.36713	550.14203	-700.47217	555.276
10585	52.92	391.35452	-619.63196	1032.74048	427.15878	-640.71753	922.53784	543.04486	-712.32062	565.66919
10586	52.925	390.98563	-618.06647	1042.92554	425.19397	-642.32965	932.83881	535.85242	-723.58807	576.50104
10587	52.93	390.7916	-616.01807	1053.05737	423.41422	-643.37769	943.23175	528.87018	-734.74957	587.68127
10588	52.935	390.81161	-613.487	1063.18494	421.77536	-643.8244	953.69824	521.9209	-745.54242	599.33759
10589	52.94	391.1683	-610.20941	1073.20972	420.38812	-643.69916	964.1922	515.11115	-755.69196	611.47595
10590	52.945	391.66583	-606.48395	1083.08875	419.15591	-643.1283	974.69824	508.40915	-765.617	623.94403
10591	52.95	392.43484	-602.05524	1092.80359	418.19547	-641.95209	985.19946	501.83826	-774.66827	636.79163
10592	52.955	393.3046	-597.17694	1102.30725	417.39716	-640.29987	995.54205	495.44571	-783.36646	649.9754
10593	52.96	394.4657	-591.93011	1111.68787	416.80515	-638.12506	1005.69037	489.20862	-791.53607	663.36115
10594	52.965	395.74167	-586.11951	1120.7312	416.35861	-635.40344	1015.88995	483.12186	-798.88568	677.06445
10595	52.97	397.25092	-579.94629	1129.57629	416.14279	-632.2439	1025.87012	477.22595	-805.625	690.92596
10596	52.975	398.78784	-572.81061	1138.28162	416.06937	-628.70276	1035.66675	471.53378	-811.63794	704.92035
10597	52.98	400.91098	-566.1792	1146.5	416.31284	-624.67206	1045.44165	466.02829	-816.77063	718.88855
10598	52.985	403.24902	-558.89557	1154.52075	416.76682	-620.04639	1054.81482	460.7847	-821.25037	732.95331
10599	52.99	405.65594	-551.30341	1162.42554	417.39035	-615.2052	1064.15466	455.55496	-824.90295	747.11505
10600	52.995	408.33673	-543.27039	1170.16382	418.34949	-609.85034	1073.35413	450.67957	-827.90161	761.25592
10601	53	411.25317	-535.2132	1177.5144	419.40088	-604.12787	1082.38135	445.76102	-829.92816	775.35376
10602	53.005	414.39886	-526.70215	1184.84729	420.77283	-597.90289	1091.2467	441.21786	-831.18268	789.37744
10603	53.01	417.81912	-517.98816	1191.9425	422.27988	-591.40186	1099.87512	436.83203	-831.80017	803.25403
10604	53.015	421.46506	-508.97101	1198.72644	424.12091	-584.57996	1108.41284	432.6778	-831.61932	816.97742
10605	53.02	425.40411	-499.71643	1205.42798	426.18021	-577.38055	1116.70044	428.75439	-830.6073	830.62189
10606	53.025	429.71609	-490.27695	1211.93127	428.61087	-569.74664	1124.70923	424.89014	-828.89343	844.14166
10607	53.03	434.25186	-480.50537	1218.14331	431.17468	-561.75708	1132.57397	421.2746	-826.60144	857.49219
10608	53.035	439.04507	-470.60916	1224.09839	434.05179	-553.41077	1140.29309	417.79684	-823.55115	870.58856
10609	53.04	444.18878	-460.29794	1229.85742	437.20599	-544.73621	1147.68005	414.62057	-819.66278	883.43732
10610	53.045	449.49609	-449.80997	1235.34558	440.65833	-535.78589	1154.74097	411.63672	-815.09186	896.04456
10611	53.05	455.08008	-439.12399	1240.50476	444.25644	-526.40063	1161.61633	408.99054	-810.01575	908.38849
10612	53.055	460.98276	-428.24149	1245.40381	448.14917	-516.69965	1168.198	406.45151	-804.26801	920.3916
10613	53.06	467.14716	-417.16214	1250.0094	452.45059	-505.82953	1174.56702	404.23996	-798.00104	932.04529
10614	53.065	473.56601	-405.84946	1254.24597	456.7894	-496.24878	1180.46973	402.21945	-790.89325	943.35986
10615	53.07	480.22903	-394.328	1258.13879	461.45474	-485.68243	1185.97974	400.35605	-783.39575	954.23492
10616	53.075	487.16641	-382.58557	1261.63318	466.31082	-474.86835	1191.16797	398.76721	-775.01044	964.70685
10617	53.08	494.25015	-370.85284	1264.79858	471.38556	-463.70364	1195.92236	397.3139	-766.27063	974.62567
10618	53.085	501.53378	-358.83652	1267.59277	476.57706	-452.28354	1200.36011	396.26453	-756.93182	984.17249
10619	53.09	508.99866	-346.75058	1270.03613	482.09326	-440.77429	1204.29602	395.34015	-747.16156	993.24115
10620	53.095	516.61737	-334.53134	1272.08435	487.85941	-429.09799	1207.90979	394.78384	-737.03491	1001.6535
10621	53.1	524.39038	-322.26663	1273.76233	493.59119	-417.0817	1211.01123	394.28513	-726.38818	1009.60986
10622	53.105	532.32788	-309.75031	1274.94727	499.62405	-404.95361	1213.66541	394.0864	-714.99091	1017.09082
10623	53.11	540.39465	-297.15848	1275.76758	505.77618	-392.55429	1215.97632	394.05356	-703.46313	1023.93988
10624	53.115	548.65875	-284.52988	1276.11975	512.16351	-380.14401	1217.80872	394.18082	-691.55017	1030.27747
10625	53.12	557.06769	-271.72742	1276.1239	518.72644	-367.56372	1219.11072	394.53366	-679.05774	1036.02161
10626	53.125	565.59509	-258.90497	1275.67126	525.20752	-354.60794	1219.93164	395.13495	-666.36127	1041.24158
10627	53.13	574.26428	-246.02051	1274.73718	532.06628	-341.65329	1220.31006	396.00055	-653.27985	1045.72046
10628	53.135	583.05927	-233.04549	1273.40881	538.98938	-328.47141	1220.24097	397.05188	-639.69885	1049.63159
10629	53.14	591.91205	-220.06055	1271.55286	546.01923	-315.37338	1219.60559	398.19666	-625.81525	1052.8905
10630	53.145	600.92352	-206.91426	1269.33325	553.26184	-302.04129	1218.57751	399.67203	-611.66467	1055.60925
10631	53.15	610.08356	-193.77768	1266.71191	560.6297	-288.61804	1217.01929	401.20572	-597.20538	1057.75134
10632	53.155	619.24756	-180.66071	1263.61475	568.10211	-275.01093	1214.99573	403.1113	-582.64905	1059.29272
10633	53.16	628.56818	-167.39792	1259.98694	575.71191	-261.38641	1212.48389	405.13345	-567.73651	1060.26831
10634	53.165	638.04297	-154.19202	1255.90686	583.53217	-247.71875	1209.44971	407.34244	-552.87048	1060.72986
10635	53.17	647.62238	-140.95326	1251.35706	591.34528	-234.01888	1206.02722	409.77948	-537.47479	1060.67505
10636	53.175	657.22797	-127.71694	1246.44666	599.34448	-220.22852	1202.11768	412.4682	-522.01178	1059.96069
10637	53.18	666.89008	-114.47363	1241.18469	607.42822	-206.48314	1197.80798	415.332	-506.37827	1058.76917
10638	53.185	676.68658	-101.22929	1235.51331	615.61145	-192.60097	1193.10486	418.46234	-490.57928	1057.10364
10639	53.19	686.54706	-88.00278	1229.47021	623.97009	-178.82893	1187.89319	421.83127	-474.55621	1054.80774
10640	53.195	696.60846	-74.86623	1223.02917	632.51422	-164.99515	1182.35095	425.39145	-458.54037	1051.9541
10641	53.2	706.802	-61.73981	1216.31372	641.2934	-151.23567	1176.4397	429.25931	-442.45398	1048.57593
10642	53.205	717.22443	-48.79214	1209.19641	650.25934	-137.47852	1170.17896	433.35464	-426.19052	1044.71289
10643	53.21	727.5824	-35.98969	1201.89331	659.34558	-123.84496	1163.52783	437.72424	-409.88571	1040.33923
10644	53.215	738.60822	-23.15103	1194.32813	668.64069	-110.26582	1156.62354	442.28128	-393.48505	1035.6449
10645	53.22	749.55658	-10.51671	1186.4386	677.58844	-96.80231	1149.4657	447.12677	-376.90295	1030.40515
10646	53.225	760.63324	2.04998	1178.30078	687.922	-83.27357	1141.84338	452.34256	-360.6228	1024.79126
10647	53.23	771.87708	14.53625	1169.95032	697.81366	-69.89658	1134.09705	457.88773	-344.29669	1018.85608
10648	53.235	783.52948	26.82627	1161.32861	708.06171	-56.58516	1126.05884	463.74487	-327.92645	1012.59094
10649	53.24	795.17596	38.92988	1152.56689	718.44598	-43.54976	1117.85535	469.93448	-311.61508	1006.01263
10650	53.245	807.12274	50.89363	1143.5946	728.47931	-30.60761	1109.8645	476.36121	-295.32089	999.26898
10651	53.25	818.91241	62.69728	1134.49097	740.03735	-17.75267	1100.88672	483.1228	-279.12143	992.26953
10652	53.255	832.02325	74.17687	1125.27979	751.32507	-5.16398	1092.1366	490.10297	-262.93643	985.12988
10653	53.26	844.81122	85.55453	1115.92188	762.85144	7.29933	1083.37891	497.48102	-246.84311	977.85663
10654	53.265	857.87823	96.6242	1106.57678	774.6944	19.53096	1074.47241	505.20313	-230.74796	970.427
10655	53.27	871.09448	107.50585	1097.21497	786.92535	31.6968	1065.69238	513.25488	-214.95683	962.96741
10656	53.275	884.66919	118.12953	1087.93079	799.28986	43.53915	1056.7804	521.59308	-199.30791	955.37079
10657	53.28	898.50183	128.47131	1078.54846	811.66406	55.00765	1047.77136	530.32953	-183.76018	947.75793
10658	53.285	912.53497	138.57201	1069.26465	824.08679	66.58154	1038.93958	539.33643	-168.35104	940.18329
10659	53.29	926.79498	148.33893	1060.16248	837.64374	77.3412	1030.10315	548.55493	-153.02834	932.61853
10660	53.295	941.41772	157.93372	1051.06067	850.91217	88.19271	1021.45032	558.04144	-137.92557	925.19305
10661	53.3	955.99921	167.07327	1042.20862	864.43427	98.6204	1013.0202	567.79175	-122.9602	917.85266
10662	53.305	970.78558	175.89647	1033.5426	877.7514	108.77477	1004.80756	577.78986	-108.08626	910.73956
10663	53.31	985.63196	184.28194	1025.16736	892.05829	118.9343	996.8161	588.18079	-93.64871	903.80499
10664	53.315	1001.07831	192.67174	1017.12158	906.23041	128.58522	989.25873	598.82111	-79.26852	897.04437
10665	53.32	1016.3479	200.77666	1009.33472	920.36475	138.06027	981.93481	609.59253	-65.05315	890.46686
10666	53.325	1031.81311	208.40346	1002.05066	934.72034	147.2341	974.92871	620.56024	-50.97945	884.14532
10667	53.33	1047.2677	215.81381	995.24725	949.60608	156.15631	967.55524	631.77924	-37.08683	878.03601
10668	53.335	1062.76587	222.8524	988.84912	964.19879	164.71158	961.05139	643.30023	-23.33376	872.09338
10669	53.34	1079.05566	229.43906	981.91772	979.10461	172.9512	954.90381	655.14197	-9.64067	866.40375
10670	53.345	1094.94202	235.73683	976.22156	994.00854	181.03358	949.35443	667.06769	3.70311	860.90356
10671	53.35	1110.9126	241.68898	971.01031	1009.00195	188.76823	944.15503	679.17542	16.93945	855.55206
10672	53.355	1126.96802	247.39067	966.1438	1024.14026	196.18988	939.38556	691.37317	30.00797	850.70105
10673	53.36	1142.69348	252.90866	962.2511	1039.29004	203.36111	935.18939	703.63409	42.83016	846.09943
10674	53.365	1158.6991	258.11368	958.85626	1054.37671	210.35693	931.47168	716.54523	55.48986	841.06458
10675	53.37	1174.51965	263.0726	956.0741	1069.5979	216.91907	928.13715	729.33923	67.86543	836.7298
10676	53.375	1190.20447	267.60416	953.86029	1084.68518	223.43678	925.55811	742.21399	80.17767	832.78979
10677	53.38	1205.87073	272.01019	952.30365	1099.61328	229.5766	923.54669	755.48077	92.39481	829.02271
10678	53.385	1221.24951	276.20343	951.31543	1114.48669	235.55914	922.05847	768.78448	103.9134	825.55536
10679	53.39	1236.59717	280.06787	950.98804	1129.29285	241.33035	921.06873	781.91583	115.4865	822.41486
10680	53.395	1251.61365	283.77939	951.30927	1143.87305	246.80026	920.70422	795.11542	126.92051	819.76703
10681	53.4	1266.35425	287.32541	952.24408	1158.30969	252.13345	920.9201	808.41406	137.98341	817.27374
10682	53.405	1280.89148	290.80078	953.89966	1172.52356	257.3587	921.6936	821.74799	148.7757	815.42365
10683	53.41	1295.44092	294.08942	956.12982	1186.58191	262.28094	923.02899	834.9621	159.31654	813.77087
10684	53.415	1309.40808	297.2164	959.04126	1199.71338	267.28931	924.9527	847.86877	169.56573	812.53949
10685	53.42	1323.17212	300.23047	962.5943	1214.09241	271.90396	927.4743	861.46222	179.87428	811.76752
10686	53.425	1336.5741	303.09897	966.69073	1227.44958	276.33554	930.56891	874.58478	189.91493	811.41235
10687	53.43	1349.11987	305.39703	971.44458	1240.63049	280.71307	934.1991	887.71436	199.76622	811.3631
10688	53.435	1362.71729	308.12234	976.82739	1253.6145	284.85999	938.34833	900.7085	209.42534	811.75958
10689	53.44	1375.40894	310.43179	982.67999	1266.27039	288.78348	943.01404	913.73047	218.94279	812.62366
10690	53.445	1387.54211	312.45215	989.03802	1278.65723	292.65405	948.18915	926.13574	227.97917	813.81592
10691	53.45	1399.54272	314.52725	995.8924	1290.28748	296.42029	953.80768	939.17676	237.15356	815.65735
10692	53.455	1411.11975	316.53406	1003.2569	1302.54504	299.94473	959.9704	951.54193	246.02805	817.87341
10693	53.46	1422.21106	318.44095	1010.85968	1313.94397	303.41025	966.44507	963.72052	254.75461	820.59851
10694	53.465	1432.77637	320.25027	1018.85608	1324.94482	306.85449	973.36145	975.77557	263.18472	823.69427
10695	53.47	1443.34961	322.05142	1027.42017	1335.71155	310.02075	980.69025	987.66431	271.47293	827.30493
10696	53.475	1453.3031	323.67154	1036.28821	1345.80408	313.31409	988.46704	999.00366	279.51694	831.3399
10697	53.48	1462.77441	325.20816	1045.52222	1355.74634	316.38989	996.63239	1010.17773	287.36713	835.80115
10698	53.485	1471.85974	326.8064	1054.98279	1365.17004	319.53629	1005.01263	1020.97528	295.14865	840.74609
10699	53.49	1480.55237	328.58127	1064.91638	1374.33264	322.48975	1013.74805	1031.41687	302.66925	846.11237
10700	53.495	1488.74817	330.23328	1075.0553	1382.99365	325.35696	1022.96991	1041.54663	310.04413	851.91876
10701	53.5	1496.604	331.66971	1085.48584	1391.24548	328.2244	1032.32935	1051.26135	317.20023	858.11469
10702	53.505	1504.12427	333.18646	1096.38293	1399.10938	331.02106	1042.19531	1060.84119	324.06348	864.70477
10703	53.51	1510.92188	334.43948	1107.43848	1406.60938	333.66092	1052.41052	1069.86719	330.80191	871.71997
10704	53.515	1517.39563	335.8064	1118.93127	1413.5022	336.21597	1062.87024	1078.58984	337.36823	878.96625
10705	53.52	1523.60144	337.16678	1130.87134	1420.20752	338.71347	1073.68628	1087.06555	343.80652	886.58691
10706	53.525	1529.10083	338.26541	1143.04663	1426.37769	341.05441	1084.87476	1095.24438	350.0755	894.47662
10707	53.53	1534.29346	339.28873	1155.4248	1432.04114	343.20807	1096.29846	1102.99829	356.09729	902.63538
10708	53.535	1539.0127	340.14755	1168.38379	1437.28943	345.26007	1108.11243	1110.5061	361.93317	911.03925
10709	53.54	1543.06812	340.84961	1181.52246	1442.20703	347.16275	1120.27991	1117.78809	367.62936	919.62677
10710	53.545	1546.75818	341.5668	1195.16504	1446.69775	348.91684	1132.62146	1124.73755	373.11029	928.41235
10711	53.55	1549.78552	342.03787	1208.99707	1450.65088	350.61069	1145.32019	1131.38257	378.46832	937.31274
10712	53.555	1552.29541	342.44363	1222.99902	1454.10376	352.02524	1158.25867	1137.86975	383.58319	946.39832
10713	53.56	1554.35437	342.64465	1237.63867	1457.04114	353.44095	1171.55884	1144.03113	388.69864	955.52234
10714	53.565	1555.75452	342.73187	1252.3739	1459.5542	354.62363	1184.9469	1150.02319	393.5274	964.65576
10715	53.57	1556.71008	342.56631	1267.53381	1461.7196	355.56085	1198.67957	1155.75586	398.23441	973.94415
10716	53.575	1557.09204	342.16998	1282.8158	1463.27478	356.30811	1212.48083	1161.35852	402.62067	983.16949
10717	53.58	1556.86804	341.57355	1298.35852	1464.30383	356.92648	1226.5332	1166.77747	406.98041	992.39532
10718	53.585	1555.86377	340.79071	1314.08972	1464.94067	357.31436	1240.75061	1171.94995	411.2135	1001.56372
10719	53.59	1554.37585	339.75415	1330.26208	1464.98914	357.52115	1254.93054	1177.0813	415.22784	1010.80011
10720	53.595	1552.14636	338.74841	1346.13428	1464.59692	357.50058	1269.52917	1181.98657	419.11969	1019.94867
10721	53.6	1549.43335	337.32471	1362.35876	1463.65881	357.36331	1284.01184	1186.65601	422.91116	1029.09924
10722	53.605	1545.97278	335.60828	1378.78491	1462.09131	356.91974	1298.45642	1191.28723	426.47263	1038.18335
10723	53.61	1541.78223	333.67468	1394.9082	1460.05969	356.30417	1313.09241	1195.6217	429.91827	1047.349
10724	53.615	1537.05701	331.61023	1411.28516	1457.47705	355.53143	1327.68469	1199.09753	432.64102	1056.37634
10725	53.62	1531.89661	329.3143	1427.51575	1454.11499	354.42944	1342.10754	1203.85498	436.42007	1065.62158
10726	53.625	1525.53723	326.64374	1443.68433	1450.4314	353.19022	1356.67285	1207.68005	439.59299	1074.64246
10727	53.63	1518.97974	323.92209	1459.76294	1446.15271	351.69971	1370.91406	1211.38818	442.39731	1083.61035
10728	53.635	1511.33594	320.93085	1475.61389	1441.36206	350.00491	1385.11768	1215.00037	445.25858	1092.59778
10729	53.64	1503.19727	317.61627	1491.27368	1436.02429	348.21094	1399.37366	1218.36169	447.75412	1101.41467
10730	53.645	1494.32166	314.14572	1506.65845	1429.93311	346.11285	1413.10657	1221.59082	450.16058	1110.20435
10731	53.65	1485	310.37326	1521.79907	1423.44739	343.77933	1426.58459	1224.73706	452.5769	1119.04041
10732	53.655	1474.51074	306.44604	1536.40857	1416.36499	341.29501	1439.84534	1227.77625	454.85364	1127.68384
10733	53.66	1463.78943	302.345	1550.68774	1408.95325	338.59198	1452.71069	1230.52136	457.02277	1136.37244
10734	53.665	1452.56201	297.86734	1564.51953	1400.90784	335.61194	1465.29736	1233.27026	459.08353	1145.03003
10735	53.67	1440.78491	293.22455	1577.83533	1392.35681	332.53964	1477.46094	1235.70667	460.94943	1153.52002
10736	53.675	1427.92627	288.3338	1590.32178	1383.41724	329.31961	1489.07166	1237.95605	462.64343	1162.0271
10737	53.68	1415.078	283.4639	1602.58521	1373.97375	325.93015	1500.4071	1240.13867	464.20517	1170.39392
10738	53.685	1401.65674	278.33426	1614.15137	1364.0116	322.43365	1511.04065	1242.06104	465.59671	1178.60828
10739	53.69	1387.39368	273.24496	1624.91797	1353.70435	318.73285	1521.33813	1243.85815	467.0386	1186.83667
10740	53.695	1372.9469	267.93976	1635.11853	1343.0105	315.0239	1531.05188	1245.38562	468.20404	1195.00415
10741	53.7	1358.16174	262.5769	1644.58704	1331.90686	311.0751	1540.13135	1246.75378	469.35873	1203.03333
10742	53.705	1342.79443	257.04965	1653.21399	1319.84412	306.9313	1548.19592	1247.74707	470.2261	1210.94373
10743	53.71	1326.91357	251.32088	1660.90808	1308.33459	303.12564	1556.48035	1248.54102	471.07291	1218.70471
10744	53.715	1311.17334	245.74385	1668.04468	1296.12195	298.94458	1563.59705	1249.03613	471.91354	1226.35461
10745	53.72	1295.03516	240.07957	1674.25989	1283.66687	294.75369	1570.02966	1249.02209	472.29886	1233.87024
10746	53.725	1278.52698	234.47952	1679.58252	1271.26343	290.61874	1575.95349	1248.86511	472.67117	1241.07581
10747	53.73	1262.01819	228.88576	1684.17786	1258.45959	286.34674	1581.05945	1248.19873	472.88431	1248.00269
10748	53.735	1245.36414	223.38689	1687.81555	1245.58337	282.0538	1585.58179	1247.01721	472.95169	1254.77832
10749	53.74	1228.80261	217.94078	1690.73865	1232.71277	277.93866	1589.39185	1245.57178	472.89743	1261.22681
10750	53.745	1212.52209	212.43886	1692.80469	1219.92102	273.73029	1592.45715	1243.52161	472.62271	1267.26611
10751	53.75	1196.09644	207.21712	1694.28198	1206.85095	269.642	1594.91199	1241.19116	472.26132	1273.02039
10752	53.755	1179.93616	201.83359	1694.8562	1193.85266	265.53	1596.56287	1238.36145	471.82593	1278.32166
10753	53.76	1164.07251	196.85378	1694.71875	1180.8584	261.55597	1597.68237	1235.00488	471.20416	1283.10022
10754	53.765	1148.16699	191.7821	1693.8855	1167.90698	257.58957	1598.11658	1231.30432	470.5079	1287.3833
10755	53.77	1132.76221	187.09758	1692.43665	1155.05518	253.69635	1597.92749	1227.20679	469.58386	1291.22522
10756	53.775	1117.23853	182.32426	1690.26636	1142.28308	249.92572	1597.02014	1222.68237	468.66223	1294.41614
10757	53.78	1101.93811	177.79417	1687.54272	1129.49329	246.30728	1595.63831	1217.94873	467.63086	1297.11145
10758	53.785	1087.01233	173.4745	1684.09827	1116.88879	242.70593	1593.53369	1212.77698	466.44348	1299.18201
10759	53.79	1072.32922	169.32086	1680.15002	1104.34363	239.25076	1590.84363	1207.37256	465.23761	1300.68457
10760	53.795	1057.7865	165.31151	1675.63635	1091.9707	235.75192	1587.45215	1201.63831	463.94467	1301.52063
10761	53.8	1043.5531	161.30396	1670.33179	1079.63623	232.49422	1583.66187	1195.5824	462.57278	1301.68481
10762	53.805	1029.57397	157.70137	1664.58789	1067.39709	229.35162	1579.24988	1189.37903	461.23297	1301.24304
10763	53.81	1015.74158	154.19997	1658.35889	1055.30444	226.22095	1574.18127	1182.94348	459.77005	1300.13989
10764	53.815	1002.08899	150.66408	1651.54211	1043.35083	223.35681	1568.57947	1176.46082	458.21149	1298.31274
10765	53.82	988.64728	147.5359	1644.22424	1031.4342	220.53009	1562.39478	1169.78003	456.64835	1295.87659
10766	53.825	975.58398	144.49908	1636.44031	1019.76385	217.84024	1555.70972	1163.07446	454.97559	1292.80872
10767	53.83	962.71973	141.52742	1628.15869	1008.25842	215.18555	1548.46509	1156.15222	453.30811	1289.04541
10768	53.835	950.35779	138.98888	1618.94324	996.82642	212.62465	1540.68555	1149.1698	451.53003	1284.53162
10769	53.84	937.17303	135.97565	1609.98047	985.61334	210.10808	1532.36084	1142.21204	449.84085	1279.44861
10770	53.845	924.94269	133.39413	1600.16345	974.57227	207.77066	1523.56714	1135.17285	447.9404	1273.72864
10771	53.85	912.9704	130.92505	1590.01489	963.77509	205.41713	1514.24243	1128.27466	446.16257	1267.43176
10772	53.855	901.20117	128.60155	1579.42249	953.12573	203.19164	1504.48254	1121.41187	444.14896	1260.40991
10773	53.86	889.61346	126.41088	1568.39197	942.68726	201.02832	1494.28101	1114.60522	442.13824	1252.84387
10774	53.865	878.32843	124.25098	1556.89453	932.44666	198.94308	1483.604	1107.80981	439.92416	1244.61377
10775	53.87	867.0451	122.19465	1544.9751	922.63672	196.88893	1472.53186	1101.01538	437.69412	1235.828
10776	53.875	856.24329	120.22694	1532.78699	912.56146	194.75134	1460.95422	1094.47546	435.35913	1226.54285
10777	53.88	845.64661	118.28274	1520.31274	902.97186	192.70255	1449.1001	1088.00928	433.01727	1216.75232
10778	53.885	835.50482	116.2852	1507.37207	893.51135	190.69171	1436.80823	1081.59558	430.50421	1206.40686
10779	53.89	825.4621	114.44382	1494.27515	884.48761	188.56325	1424.18091	1075.32251	427.88269	1195.57495
10780	53.895	815.6947	112.52711	1480.85278	875.52954	186.49178	1411.28564	1069.14417	425.13541	1184.23279
10781	53.9	806.20807	110.69273	1467.20642	866.91632	184.35121	1398.11609	1063.2019	422.17114	1172.46899
10782	53.905	797.04218	108.79	1453.41772	858.52887	182.14392	1384.63806	1057.17566	419.10507	1160.23535
10783	53.91	788.20428	106.74948	1439.4519	850.39563	179.86452	1371.01355	1051.41431	415.89346	1147.68005
10784	53.915	779.72955	104.66956	1425.33984	842.42798	177.45836	1357.13477	1045.74609	412.48462	1134.79712
10785	53.92	771.49933	102.48123	1411.05786	834.91656	174.98067	1343.13354	1040.04822	408.94513	1121.39819
10786	53.925	763.58612	100.26329	1396.77832	827.52429	172.41296	1328.92188	1034.43054	405.22125	1107.68896
